name,moisture,protein,fat,mineral,crude_fibre,carbohydrates,energy,calcium,phosphorus,iron,magnesium,sodium,potassium,copper,manganese,molybdenum,zinc,chromium,sulfur,chlorine,carotene,Thiamine_B1,Riboflavin_B2,Niacin_B3,Pyridoxine_B6_Total,Folic_Acid_Free ,Folic_Acid_total,Vitamin_C,choline,Approx_tot_Ng_per_100,Histidine,Lysine,Tryptophan,Phenylalanine,Methionine,Threonine,Leucine,Isoleucine,Valine,Arginine,Tyrosine,Cystine,Palmitic_acid,Stearic_acid,Arachidic,Behenic,Lignoceric,Total_SFA,Palmitoleic,Oleic,Total_MUFA,linoleic,linolenic,Total_PUFA,oxalic_acid,phytin_p,phytin_phosphorus_percentage,TDF_g,IDF_g,SDF_g
"CHERRIES, red",83.4,1.1,0.5,0.8,0.4,13.8,64,24,25,0.57,27,0,320,0.08,0.08,0,0.33,0.01,0,0,0,0.08,0.08,0.3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.9,0.6
"CURRANTS, black",18.4,2.7,0.5,2.2,1,75.2,316,130,110,8.5,0,0,0,0,0,0,0,0,0,0,21,0.03,0.14,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DATES dried,15.3,2.5,0.4,2.1,3.9,75.8,317,120,50,7.3,0,0,0,0,0,0,0,0,0,0,26,0.01,0.02,0.9,0,0,0,3,0,0.4,50,190,0,170,50,180,260,150,220,150,50,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,6.9,1.4
DATES fresh,59.2,1.2,0.4,1.7,3.7,33.8,144,22,38,0.96,12,0,0,0.05,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,6.9,0.8
FIGS (Ficus carcia),88.1,1.3,0.2,0.6,2.2,7.6,37,80,30,1,0,0,0,0,0,0,0,0,0,0,162,0.06,0.05,0.6,0,0,0,5,0,0.21,90,250,50,150,50,200,270,190,240,140,270,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.6,2.4
GRAPES blue variety,82.2,0.6,0.4,0.9,2.8,13.1,58,20,23,0.5,0,0,0,0,0,0,0,0,0,0,3,0.04,0.03,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAPES pale green variety,79.2,0.5,0.3,0.6,2.9,16.5,71,20,30,0.52,82,0,0,0.2,0.11,0,0.1,0.01,0,0,0,0,0,0,0,0,0,1,0,0.08,230,140,30,130,210,170,130,50,170,460,110,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.8,0.4
GRAPE FRUIT marsh's seedless,88.5,1,0.1,0.4,0,10,45,30,30,0.2,0,0,0,0,0,0,0,0,0,0,0,0.12,0.02,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAPE FRUIT triumph,92,0.7,0.1,0.2,0,7,32,20,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0.12,0.02,0.3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUAVA, country",81.7,0.9,0.3,0.7,5.2,11.2,51,10,28,0.27,24,5.5,91,0.14,0.14,0,0.16,0.01,14,4,0,0.03,0.03,0.4,0,0,0,212,0,0.14,0,190,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,54,8.5,7.1,1.4
"GUAVA, hill",85.3,0.1,0.2,0.6,4.8,9,38,50,20,1.2,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARFAROWRIE,91.2,0.7,0.6,0.5,1.1,5.9,32,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JACK FRUIT,76.2,1.9,0.1,0.9,1.1,19.8,88,20,41,0.56,24,0,0,0.12,0.06,0,0.07,0.01,69,9,175,0.03,0.13,0.4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,41,3.5,2.1,1.4
"JAMB, safed",93.5,0.1,0.4,0.1,2.2,3.7,19,17,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMBU FRUIT,83.7,0.7,0.3,0.4,0.9,14,62,15,15,0.43,39,26.2,55,0.07,0.15,0,0.16,0.01,13,8,48,0.03,0.01,0.2,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2,13,3.5,2.6,0.9
KORUKKAPALLI,79.2,2.7,0.4,0.7,1,16,78,14,49,1,40,37,377,0.6,0,0,0,0,109,51,0,0.22,0.06,1.6,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKUCH,82.1,0.7,1.1,0.8,2,13.3,66,50,20,0.5,0,0,0,0,0,0,0,0,0,0,254,0.02,0.15,0.3,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEMON,85,1,0.9,0.3,1.7,11.1,57,70,10,0.26,19,0,270,0.06,0.07,0,0.07,0.01,0,0,0,0.02,0.01,0.1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEMON SWEET,90.5,0.7,0.3,0.5,0.7,7.3,35,30,20,0.7,0,0,210,0.11,0,0,0,0,0,0,0,0,0.04,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LICHI,84.1,1.1,0.2,0.5,0.5,13.6,61,10,35,0.7,10,124.9,159,0.3,0,0,0,0,19,3,0,0.02,0.06,0.4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"LICHlES,bastard",83.9,1.4,0.3,0.8,0.5,13.1,61,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIME,84.6,1.5,1,0.7,1.3,10.9,59,90,20,0.3,0,0,0,0,0,0,0,0,0,0,15,0.02,0.03,0.1,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIME,sweetmalta",90.3,0.7,0.2,0.4,0.6,7.8,36,30,20,1,0,0,170,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET LIME,88.4,0.8,0.3,0.7,0.5,9.3,43,40,30,0.7,0,0,490,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,1.3,1.4
LOQUAT,88.2,0.6,0.3,0.5,0.8,9.6,43,30,20,1.3,0,0,390,0.13,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAHUA,ripe",73.6,1.4,1.6,0.7,0,22.7,111,45,22,0.23,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MANGO,ripe",81,0.6,0.4,0.4,0.7,16.9,74,14,16,1.3,270,26,205,0.11,0.13,0,0.27,0.01,17,3,2743,0.08,0.09,0.9,0,0,0,16,0,0.1,0,830,130,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,1,1
MANGOSTEEN,84.9,0.5,0.1,0.2,0,14.3,60,10,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MELON,musk",95.2,0.3,0.2,0.4,0.4,3.5,17,32,14,1.4,31,104.6,341,0.03,0,0,0,0,32,80,169,0.11,0.08,0.3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.8,0.5,0.3
"MELON,water",95.8,0.2,0.2,0.3,0.2,3.3,16,11,12,7.9,13,27.3,160,0.05,0,0,0,0,42,21,0,0.02,0.04,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.6,0.3,0.3
MULBERRY,86.5,1.1,0.4,0.6,1.1,10.3,49,70,30,2.3,0,0,0,0,0,0,0,0,0,0,57,0.04,0.13,0.5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORANGE,87.6,0.7,0.2,0.3,0.3,10.9,48,26,20,0.32,9,4.5,9.3,0.58,0,0,0,0,7,5,1104,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,5,1.1,0.6,0.5
ORANGEjuice,97.7,0.2,0.1,0.1,0,1.9,9,5,9,0.7,0,0,0,0,0,0,0,0,0,0,15,0.06,0.02,0.4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMYRAFRUlTripe(mesocarp),77.2,0.7,0.2,0.7,0.5,20.7,87,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALMYRA FRUIT tender,92.3,0.6,0.1,0.2,0.3,6.5,29,10,20,0.5,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAPAYA,ripe",90.8,0.6,0.1,0.5,0.8,7.2,32,17,13,0.5,11,6,69,0.2,0,0,0,0,13,11,666,0.04,0.25,0.2,0,0,0,57,0,0.1,0,400,130,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,31,2.6,1.3,1.3
PASSIONFRUIT,76.3,0.9,0.1,0.7,9.6,12.4,54,10,60,2,0,0,0,0,0,0,0,0,0,0,54,0.07,0.14,1.6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PASSIONFRUITjuice,89,1.2,0.2,0.7,1.2,7.7,37,10,30,0.7,0,0,0,0,0,0,0,0,0,0,1968,0.01,0.02,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEACHES,86,1.2,0.3,0.8,1.2,10.5,50,15,41,2.4,21,2,453,0.06,0,0,0,0,26,0,0,0.02,0.03,0.5,0,0,0,6,0,0.19,130,230,30,140,240,210,220,100,310,130,160,70,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1.6,1.1,0.5
PEARS,86,0.6,0.2,0.3,1,11.9,52,8,15,0.5,7,6.1,96,0.4,0,0,0,0,14,1,28,0.06,0.03,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,10,4.3,4,0.3
PERSIMMON,80,0.7,0.2,0.3,0.9,17.9,76,15,10,0.3,0,0,0,0,0,0,0,0,0,0,2268,0.03,0.01,0,0,0,0,33,0,0.11,130,320,110,290,60,380,400,280,290,360,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHALSA,80.8,1.3,0.9,1.1,1.2,14.7,72,129,39,3.1,72,4.4,351,0.12,0,0,0,0,0,0,419,0,0,0.3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,13,33,0,0,0
PINEAPPLE,87.8,0.4,0.1,0.4,0.5,10.8,46,20,9,2.42,33,34.7,37,0.13,0.56,0,0.11,0.01,20,13,18,0.2,0.12,0.1,0,0,0,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,22,2.8,2.3,0.5
PLUM,86.9,0.7,0.5,0.4,0.4,11.1,52,10,12,0.6,147,0.8,247,0.13,0,0,0,0,33,0,166,0.04,0.1,0.3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8,1.7,1.1
POMEGRANATE,78,1.6,0.1,0.7,5.1,14.5,65,10,70,1.79,44,0.9,133,0.34,0.77,0,0.82,0.02,12,2,0,0.06,0.1,0.3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,28,2.8,2.3,0.5
PRUNES,85.3,0.5,0.3,0.6,0.5,12.8,56,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUMMELO,88,0.6,0.1,0.5,0.6,10.2,44,30,30,0.3,0,0,0,0,0,0,0,0,0,0,120,0.03,0.03,0.2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QUINCE,85.7,0.3,0.1,0.3,1.7,11.9,50,10,20,0.4,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0.2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAISINS,20.2,1.8,0.3,2,1.1,74.6,308,87,80,7.7,0,0,0,0,0,0,0,0,0,0,2.4,0.07,0.19,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASPBERRY,84.8,1,0.6,0.9,1,11.7,56,40,110,2.3,0,0,0,0,0,0,0,0,0,0,1248,0,0,0.8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROSEAPPLE,89.1,0.7,0.2,0.3,1.2,8.5,39,10,30,0.5,4,34.1,50,0.01,0,0,0,0,13,4,141,0.01,0.05,0.4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAPOTA,73.7,0.7,1.1,0.5,2.6,21.4,98,28,27,1.25,25,5.9,269,0.08,0.68,0,0.16,0.01,17,26,97,0.02,0.03,0.2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,9.1,1.8
SEETHAPHAL (CUSTARD APPLE),70.5,1.6,0.4,0.9,3.1,23.5,104,17,47,4.31,84,0,0,0.43,0.64,0,0.8,0.03,0,0,0,0.07,0.17,1.3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,5.5,4,1.5
STRAWBERRY,87.8,0.7,0.2,0.4,1.1,9.8,44,30,30,1.8,0,0,0,0,0,0,0,0,0,0,18,0.03,0.02,0.2,0,0,0,52,0,0.11,120,250,70,180,10,190,320,140,180,270,210,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,1.6,0.7
"TOMATO,ripe",94,0.9,0.2,0.5,0.8,3.6,20,48,20,0.64,0,12.9,146,0.19,0.26,0,0.41,0.02,11,6,351,0.12,0.06,0.4,0,14,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
TOMATILLO,91.7,0.7,0.6,0.6,0.6,5.8,31,7,40,1.4,23,0.4,243,0.09,0,0,0,0,27,14,48,0.05,0.02,2.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,0
TREETOMATO,86.2,1.5,0.2,1.2,4.2,6.7,35,12,46,1,34,1.7,539,0.17,0,0,0,0,37,10,324,0.11,0.06,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,0,0,0
WOODAPPLE,64.2,7.1,3.7,1.9,5,18.1,134,130,110,0.48,41,0,0,0.21,0.18,0,0.46,0.01,0,0,61,0.04,0.17,0.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZIZYPHUS,81.6,0.8,0.3,0.3,0,17,74,4,9,0.5,13,0,0,0.12,0.17,0,0.1,0.01,0,0,21,0.02,0.05,0.7,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,2.8,1
AIR,78.1,15.9,1.3,1.2,0,3.5,89,380,180,0.7,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANCHOVY,69.3,19.3,9.6,1.6,0,0.2,164,143,174,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACHA,68.3,18.1,5.6,1.4,0,6.1,147,520,180,0.7,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAM,74.8,16.1,0.9,1.3,0,6.9,100,330,240,0.8,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.9,0,0,0,3,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BASPATA MACHILI,76.1,18.2,4.4,1.4,0,0,112,175,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BATA, small varieties",79,14.3,2.5,2,0,2.2,89,790,200,1.1,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELEY,79.7,14.5,0.6,2.3,0,2.9,75,370,330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,3,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHANGER fresh,70.6,14.8,8.8,2,0,3.8,154,182,190,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHAGON dried,17.9,61.5,2.3,16.5,0,1.8,274,6235,207,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHANGAN BATA,67.3,19.4,4.4,2.2,0,6.7,144,580,310,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHEKTI fresh,79.9,14.9,0.8,1.4,0,3,79,480,350,3.1,0,66,173,0.11,0,0,0,0,0,0,0,0,0,0.7,0,0,0,10,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHEKTI dried,20.1,60.2,2,15.9,0,1.8,266,939,347,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHOLA,78.1,15.2,1.1,1.9,0,3.7,86,550,580,0.4,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIG JAWED JUMPER,73.3,19.4,5.8,1.4,0,0.1,130,214,306,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOAL,73.3,15.4,2.7,1.3,0,7.6,116,160,490,0.6,0,0,0,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0,8,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOMBAY DUCK, dried",16.7,61.7,4,15.1,0,2.5,293,1389,240,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLUE MUSSEL,81.5,9.9,2,3,0,3.6,72,1134,286,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAT FISH,77.1,21.4,0,0,0,0,86,10,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHELA,77.5,14.6,4.3,2.1,0,1.5,103,590,340,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHELA dried,4.7,64.8,17,13.4,0,0.1,413,3590,2342,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHINGRI small dried,17.9,62.4,3.9,13.9,0,1.9,292,3539,354,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHINGRI goda, dried",14.9,60,3.2,17.3,0,4.6,287,3847,828,49.6,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHITAL,75,18.6,2.3,1,0,3.1,108,180,250,3,0,34,119,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRAB muscle,83.5,8.9,1.1,3.2,0,3.3,59,1370,150,21.2,0,0,0,0,0,0,0,0,0,0,780,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRAB small,65.3,11.2,9.8,4.6,0,9.1,169,1606,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOLUI,73,19,1,2.5,0,3.7,109,590,450,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,6,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHOL,69.7,18.4,0.9,0,0,0,82,90,150,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOGGLER,76.9,18.7,1.6,1.8,0,1,93,437,349,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HERRING, Indian",72.8,20.3,3.2,1.5,0,2.2,119,429,305,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERRING ox0eyed,73.7,20.7,2.2,1.6,0,0.8,106,429,131,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HILSA,53.7,21.8,19.4,2.2,0,2.9,273,180,280,2.1,0,52,183,0.14,0,0,0,0,0,0,0,0,0,2.8,0,0,0,24,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HORSE MACKEREL,76.9,21.2,1.6,1.3,0,0,99,357,262,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDIAN WHITING,77.1,19.2,0.6,1.5,0,1.6,89,71,262,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
